timestamp,x,y,z
2025-08-05 13:32:03.126383,-12.88,2.08,-16.17
2025-08-05 13:32:03.355797,-5.13,-10.25,-28.08
2025-08-05 13:32:03.570585,5.55,-1.59,-25.09
2025-08-05 13:32:03.791904,8.54,-0.61,-13.55
2025-08-05 13:32:04.013988,10.07,0.18,-7.45
2025-08-05 13:32:04.242430,5.13,-5.68,-4.82
2025-08-05 13:32:04.459896,14.59,-2.5,4.39
2025-08-05 13:32:04.675119,23.01,-6.23,10.86
2025-08-05 13:32:04.902743,11.29,-6.53,16.05
2025-08-05 13:32:05.114370,12.08,-2.69,3.36
2025-08-05 13:32:05.336417,13.61,-4.64,0.73
2025-08-05 13:32:05.560054,16.42,-0.98,1.4
2025-08-05 13:32:05.777487,27.1,-1.65,1.95
2025-08-05 13:32:05.987978,38.27,-1.34,6.9
2025-08-05 13:32:06.199202,80.32,-5.49,12.08
2025-08-05 13:32:06.434260,4.39,0.85,-8.42
2025-08-05 13:32:06.651717,-10.38,8.73,-4.09
2025-08-05 13:32:06.868527,18.25,0.37,-11.35
2025-08-05 13:32:07.079861,6.77,6.29,1.22
2025-08-05 13:32:07.298893,3.23,20.39,2.2
2025-08-05 13:32:07.521025,19.78,-5.68,-0.67
2025-08-05 13:32:07.749470,-2.99,2.44,-0.55
2025-08-05 13:32:07.969449,-4.21,-4.52,-5.07
2025-08-05 13:32:08.184165,-1.71,-5.0,-5.62
2025-08-05 13:32:08.410899,3.17,-4.39,-3.23
2025-08-05 13:32:08.632320,19.1,-2.93,-11.17
2025-08-05 13:32:08.855423,1.53,-2.75,-1.77
2025-08-05 13:32:09.079017,6.71,-1.4,-2.5
2025-08-05 13:32:09.297838,5.86,-3.3,-4.03
2025-08-05 13:32:09.531099,5.07,-1.71,-1.65
2025-08-05 13:32:09.748278,8.06,-2.14,-2.99
2025-08-05 13:32:09.966379,8.24,-3.54,-4.15
2025-08-05 13:32:10.184224,4.58,-2.99,-4.21
2025-08-05 13:32:10.420954,3.17,-3.05,-3.23
2025-08-05 13:32:10.641687,4.88,-6.16,-7.75
2025-08-05 13:32:10.869120,-155.03,14.04,-47.73
2025-08-05 13:32:11.086105,-40.41,-98.75,-216.37
2025-08-05 13:32:11.299794,21.61,28.69,15.69
2025-08-05 13:32:11.526700,-6.84,-14.77,-15.01
2025-08-05 13:32:11.748598,5.25,-1.77,17.76
2025-08-05 13:32:11.962704,4.52,18.49,-10.93
2025-08-05 13:32:12.177898,-7.39,-4.39,-9.28
2025-08-05 13:32:12.410214,-4.21,-8.48,-10.8
2025-08-05 13:32:12.743129,3.17,-2.56,-5.74
2025-08-05 13:32:12.975802,-2.01,-8.91,-8.48
2025-08-05 13:32:13.212887,2.5,-0.31,-12.76
2025-08-05 13:32:13.433357,0.37,1.83,-5.0
2025-08-05 13:32:13.662751,-3.42,-6.84,-2.75
2025-08-05 13:32:13.872961,2.62,-4.58,-4.39
2025-08-05 13:32:14.087376,-0.92,-4.76,-5.13
2025-08-05 13:32:14.313090,15.75,88.2,-15.99
2025-08-05 13:32:14.548442,98.45,-13.79,5.19
2025-08-05 13:32:14.789150,-23.56,-16.17,5.8
2025-08-05 13:32:15.008571,-6.71,-5.86,0.55
2025-08-05 13:32:15.222182,14.1,2.14,-0.85
2025-08-05 13:32:15.440190,2.93,-11.54,5.0
2025-08-05 13:32:15.662910,-10.25,-10.86,-0.55
2025-08-05 13:32:15.881026,-52.31,-12.08,-9.09
2025-08-05 13:32:16.109949,-91.92,-27.47,-2.99
2025-08-05 13:32:16.323793,-115.66,-35.4,1.65
2025-08-05 13:32:16.542239,-98.02,-25.27,-17.33
