timestamp,temperature,humidity
2025-07-31 13:43:26,24.30,44.50
2025-07-31 13:43:28,24.30,44.10
2025-07-31 13:43:30,24.30,43.90
2025-07-31 13:43:32,24.40,43.60
2025-07-31 13:43:34,24.30,43.40
2025-07-31 13:43:36,24.30,43.30
2025-07-31 13:43:38,24.30,43.20
2025-07-31 13:43:40,24.30,43.10
2025-07-31 13:43:42,24.30,43.00
2025-07-31 13:43:44,24.30,43.00
2025-07-31 13:43:46,24.30,43.00
2025-07-31 13:43:48,24.30,43.00
2025-07-31 13:43:50,24.30,42.90
2025-07-31 13:43:52,24.30,42.90
2025-07-31 13:43:55,24.30,43.70
2025-07-31 13:44:01,24.30,45.10
2025-07-31 13:44:03,24.30,44.70
2025-07-31 13:44:05,24.30,44.40
2025-07-31 13:44:07,24.30,44.20
2025-07-31 13:44:09,24.30,43.90
2025-07-31 13:44:11,24.30,43.70
2025-07-31 13:44:13,24.30,44.00
2025-07-31 13:44:15,24.30,44.60
2025-07-31 13:44:17,24.30,45.10
2025-07-31 13:44:19,24.30,45.30
2025-07-31 13:44:21,24.30,45.10
2025-07-31 13:44:23,24.30,44.80
2025-07-31 13:44:25,24.30,44.40
2025-07-31 13:44:27,24.30,44.20
2025-07-31 13:44:29,24.30,43.90
2025-07-31 13:44:31,24.30,43.70
2025-07-31 13:44:33,24.30,43.50
2025-07-31 13:44:36,24.30,43.90
2025-07-31 13:44:43,24.30,44.20
2025-07-31 13:44:45,24.30,46.20
2025-07-31 13:44:47,24.30,46.60
2025-07-31 13:44:49,24.30,46.90
2025-07-31 13:44:51,24.30,47.00
2025-07-31 13:44:53,24.30,46.70
2025-07-31 13:44:55,24.30,46.20
2025-07-31 13:44:57,24.30,45.80
2025-07-31 13:44:59,24.30,46.10
2025-07-31 13:45:01,24.30,46.00
2025-07-31 13:45:03,24.30,45.40
2025-07-31 13:45:05,24.30,44.90
2025-07-31 13:45:07,24.30,44.40
2025-07-31 13:45:09,24.30,44.20
2025-07-31 13:45:11,24.30,44.10
2025-07-31 13:45:13,24.30,43.80
2025-07-31 13:45:15,24.30,43.70
2025-07-31 13:45:18,24.30,43.60
2025-07-31 13:45:24,24.30,43.50
2025-07-31 13:45:26,24.30,43.20
2025-07-31 13:45:28,24.30,43.20
2025-07-31 13:45:30,24.30,43.10
2025-07-31 13:45:32,24.30,43.00
2025-07-31 13:45:34,24.30,43.00
2025-07-31 13:45:36,24.30,43.70
2025-07-31 13:45:38,24.30,44.40
2025-07-31 13:45:40,24.30,46.00
2025-07-31 13:45:42,24.30,46.80
2025-07-31 13:45:44,24.30,47.00
2025-07-31 13:45:47,24.30,47.40
2025-07-31 13:45:49,24.30,47.70
2025-07-31 13:45:51,24.30,47.70
2025-07-31 13:45:53,24.30,47.40
2025-07-31 13:45:55,24.30,47.10
2025-07-31 13:45:57,24.30,47.20
2025-07-31 13:45:59,24.30,47.10
2025-07-31 13:46:06,24.30,46.40
2025-07-31 13:46:08,24.30,44.30
2025-07-31 13:46:11,24.30,43.90
2025-07-31 13:46:13,24.30,43.70
2025-07-31 13:46:15,24.30,43.40
2025-07-31 13:46:17,24.30,43.20
2025-07-31 13:46:19,24.30,43.10
2025-07-31 13:46:21,24.30,43.00
2025-07-31 13:46:23,24.30,43.00
2025-07-31 13:46:25,24.30,42.90
2025-07-31 13:46:27,24.30,42.90
2025-07-31 13:46:29,24.30,43.20
2025-07-31 13:46:31,24.30,44.00
2025-07-31 13:46:33,24.30,44.30
2025-07-31 13:46:35,24.30,44.30
2025-07-31 13:46:37,24.30,44.10
2025-07-31 13:46:39,24.30,44.20
2025-07-31 13:46:42,24.30,44.40
2025-07-31 13:46:48,24.30,44.30
2025-07-31 13:46:50,24.30,43.50
2025-07-31 13:46:52,24.30,43.60
2025-07-31 13:46:54,24.30,44.20
2025-07-31 13:46:56,24.30,44.60
2025-07-31 13:46:58,24.30,44.60
2025-07-31 13:47:00,24.20,44.30
2025-07-31 13:47:02,24.30,44.80
2025-07-31 13:47:04,24.30,45.30
2025-07-31 13:47:06,24.30,45.40
2025-07-31 13:47:08,24.30,45.10
2025-07-31 13:47:10,24.30,44.80
2025-07-31 13:47:12,24.30,44.50
2025-07-31 13:47:14,24.30,44.20
2025-07-31 13:47:16,24.30,44.00
2025-07-31 13:47:18,24.20,43.70
2025-07-31 13:47:20,24.30,43.60
2025-07-31 13:47:23,24.30,43.70
2025-07-31 13:47:29,24.20,44.20
2025-07-31 13:47:31,24.30,44.20
2025-07-31 13:47:33,24.20,44.00
2025-07-31 13:47:35,24.20,44.20
2025-07-31 13:47:37,24.20,44.30
2025-07-31 13:47:39,24.30,44.30
2025-07-31 13:47:41,24.30,44.20
2025-07-31 13:47:43,24.30,44.00
2025-07-31 13:47:45,24.30,43.90
2025-07-31 13:47:47,24.30,44.10
2025-07-31 13:47:49,24.30,44.50
2025-07-31 13:47:51,24.30,45.10
2025-07-31 13:47:53,24.30,45.70
2025-07-31 13:47:55,24.30,46.20
2025-07-31 13:47:57,24.30,46.80
2025-07-31 13:47:59,24.30,47.50
2025-07-31 13:48:01,24.20,47.70
2025-07-31 13:48:04,24.30,47.70
2025-07-31 13:48:10,24.30,47.10
2025-07-31 13:48:12,24.30,45.30
2025-07-31 13:48:14,24.30,44.90
2025-07-31 13:48:16,24.30,45.10
2025-07-31 13:48:18,24.30,46.00
2025-07-31 13:48:20,24.30,46.20
2025-07-31 13:48:22,24.30,46.10
2025-07-31 13:48:24,24.30,46.10
2025-07-31 13:48:26,24.30,46.40
2025-07-31 13:48:28,24.30,46.40
2025-07-31 13:48:30,24.30,46.80
2025-07-31 13:48:32,24.30,47.40
2025-07-31 13:48:34,24.30,48.00
2025-07-31 13:48:36,24.30,47.80
2025-07-31 13:48:38,24.30,47.20
2025-07-31 13:48:40,24.30,47.20
2025-07-31 13:48:42,24.30,47.20
2025-07-31 13:48:44,24.30,46.90
2025-07-31 13:48:51,24.30,46.20
2025-07-31 13:48:53,24.30,44.70
2025-07-31 13:48:55,24.30,45.70
2025-07-31 13:48:57,24.30,47.50
2025-07-31 13:48:59,24.30,48.20
2025-07-31 13:49:01,24.30,48.10
2025-07-31 13:49:03,24.30,48.20
2025-07-31 13:49:05,24.30,48.10
2025-07-31 13:49:07,24.30,48.00
2025-07-31 13:49:09,24.30,47.80
2025-07-31 13:49:11,24.30,47.60
2025-07-31 13:49:13,24.30,47.40
2025-07-31 13:49:15,24.30,46.90
2025-07-31 13:49:17,24.30,46.40
2025-07-31 13:49:19,24.30,46.20
2025-07-31 13:49:21,24.30,46.50
2025-07-31 13:49:23,24.30,46.50
2025-07-31 13:49:26,24.30,46.40
2025-07-31 13:49:32,24.30,46.20
2025-07-31 13:49:34,24.30,45.00
2025-07-31 13:49:36,24.30,45.10
2025-07-31 13:49:38,24.30,45.50
2025-07-31 13:49:40,24.30,45.50
2025-07-31 13:49:42,24.30,45.50
2025-07-31 13:49:44,24.30,45.20
2025-07-31 13:49:46,24.30,45.10
2025-07-31 13:49:48,24.30,45.20
2025-07-31 13:49:50,24.30,44.90
2025-07-31 13:49:53,24.30,44.60
2025-07-31 13:49:55,24.30,44.40
2025-07-31 13:49:57,24.30,44.20
2025-07-31 13:49:59,24.30,44.10
2025-07-31 13:50:01,24.30,43.80
2025-07-31 13:50:03,24.30,43.70
2025-07-31 13:50:05,24.30,43.50
2025-07-31 13:50:07,24.30,43.40
2025-07-31 13:50:15,24.30,43.70
2025-07-31 13:50:17,24.30,44.40
2025-07-31 13:50:19,24.30,45.10
2025-07-31 13:50:21,24.30,45.30
2025-07-31 13:50:23,24.30,45.30
2025-07-31 13:50:25,24.30,45.30
2025-07-31 13:50:27,24.30,45.00
2025-07-31 13:50:29,24.30,44.50
2025-07-31 13:50:31,24.30,44.20
2025-07-31 13:50:33,24.30,44.30
2025-07-31 13:50:35,24.30,44.40
2025-07-31 13:50:37,24.30,44.20
2025-07-31 13:50:39,24.30,44.20
2025-07-31 13:50:41,24.30,44.30
2025-07-31 13:50:43,24.30,44.20
2025-07-31 13:50:45,24.30,44.00
2025-07-31 13:50:47,24.30,43.70
2025-07-31 13:50:50,24.30,43.60
2025-07-31 13:50:57,24.30,43.50
2025-07-31 13:50:59,24.30,45.30
