time,x,y,z,image
15:03:27,0.0002899169921875,0.024627685546875,-0.9915008544921875,data/1_1503.jpg
15:03:30,0.0039520263671875,0.0303802490234375,-1.000091552734375,data/1_1503.jpg
15:03:33,-0.00115966796875,0.0303192138671875,-0.9991302490234375,data/1_1503.jpg
15:03:36,0.0032806396484375,0.0286102294921875,-1.0022430419921875,data/2_1503.jpg
15:03:39,0.0049591064453125,0.029083251953125,-1.006744384765625,data/2_1503.jpg
15:03:42,-0.0026397705078125,0.0276031494140625,-1.0055999755859375,data/2_1503.jpg
15:03:45,0.010040283203125,0.026275634765625,-1.008056640625,data/2_1503.jpg
15:03:49,0.001434326171875,0.0265960693359375,-1.005157470703125,data/3_1503.jpg
15:03:52,0.049774169921875,-0.849700927734375,-0.504119873046875,data/3_1503.jpg
15:03:55,-0.009674072265625,-0.877777099609375,-0.4911651611328125,data/3_1503.jpg
15:03:58,-0.010009765625,-0.88299560546875,-0.4855194091796875,data/4_1504.jpg
15:04:01,-0.0084381103515625,-0.880950927734375,-0.4727783203125,data/4_1504.jpg
15:04:05,-0.020294189453125,-0.9037322998046875,-0.46649169921875,data/4_1504.jpg
15:04:08,-0.010528564453125,-0.855712890625,-0.48333740234375,data/4_1504.jpg
15:04:56,0.013916015625,0.026092529296875,-1.0114288330078125,data/1_1505.jpg
15:04:59,0.0087738037109375,0.0352935791015625,-1.0035247802734375,data/1_1505.jpg
15:05:02,0.008575439453125,0.0265350341796875,-1.005279541015625,data/1_1505.jpg
15:05:05,0.002593994140625,0.03179931640625,-1.000457763671875,data/2_1505.jpg
15:05:08,0.0092315673828125,0.0303192138671875,-1.00640869140625,data/2_1505.jpg
15:05:11,0.007843017578125,0.02789306640625,-1.00543212890625,data/2_1505.jpg
15:05:14,0.0071868896484375,0.0304718017578125,-1.003021240234375,data/2_1505.jpg
15:05:18,0.00701904296875,0.0319366455078125,-1.0053863525390625,data/3_1505.jpg
15:05:21,0.006744384765625,0.03350830078125,-1.0045318603515625,data/3_1505.jpg
15:05:24,0.0067596435546875,0.0333099365234375,-1.002349853515625,data/3_1505.jpg
15:05:27,0.007568359375,0.032012939453125,-1.0027923583984375,data/4_1505.jpg
15:05:30,0.006561279296875,0.0302581787109375,-1.0029144287109375,data/4_1505.jpg
15:05:33,0.0065460205078125,0.03289794921875,-1.00335693359375,data/4_1505.jpg
15:05:36,0.0071563720703125,0.0302276611328125,-1.0015411376953125,data/4_1505.jpg
15:05:39,0.00872802734375,0.0365447998046875,-1.0040130615234375,data/5_1505.jpg
15:05:42,0.01043701171875,0.0309600830078125,-1.00927734375,data/5_1505.jpg
15:05:45,0.0066375732421875,0.0295562744140625,-1.001861572265625,data/5_1505.jpg
15:05:48,0.0056915283203125,0.0314788818359375,-1.00201416015625,data/5_1505.jpg
15:05:52,0.008575439453125,0.029571533203125,-1.0032501220703125,data/6_1505.jpg
15:05:55,0.0074005126953125,0.02935791015625,-1.003936767578125,data/6_1505.jpg
15:05:58,0.006500244140625,0.0317230224609375,-1.004730224609375,data/6_1505.jpg
15:06:01,0.0163421630859375,0.0255126953125,-1.01837158203125,data/7_1506.jpg
15:06:04,0.0038909912109375,0.0302276611328125,-1.010223388671875,data/7_1506.jpg
15:06:07,0.0048065185546875,0.0284881591796875,-1.0037384033203125,data/7_1506.jpg
15:06:10,0.0071563720703125,0.0315093994140625,-1.0060577392578125,data/7_1506.jpg
15:06:13,0.007476806640625,0.0287017822265625,-1.0039520263671875,data/8_1506.jpg
15:06:16,0.0076446533203125,0.031494140625,-1.0037078857421875,data/8_1506.jpg
15:06:19,0.008148193359375,0.0339813232421875,-1.002105712890625,data/8_1506.jpg
15:06:22,0.006591796875,0.0359344482421875,-1.0017242431640625,data/8_1506.jpg
15:06:26,0.006500244140625,0.0295562744140625,-1.0038299560546875,data/9_1506.jpg
15:06:29,0.0089874267578125,0.030548095703125,-0.9997406005859375,data/9_1506.jpg
