timestamp,x,y,z
2025-09-13T14:02:32,-0.2623291015625,-0.7420501708984375,-0.625091552734375
2025-09-13T14:02:35,-0.2717132568359375,-0.74005126953125,-0.624481201171875
2025-09-13T14:02:38,-0.2697601318359375,-0.7436370849609375,-0.616363525390625
2025-09-13T14:02:41,-0.240875244140625,-0.774383544921875,-0.5744781494140625
2025-09-13T14:02:44,-0.2541961669921875,-0.8483123779296875,-0.443359375
2025-09-13T14:02:47,-0.2250213623046875,-0.846954345703125,-0.47119140625
2025-09-13T14:02:51,-0.2404632568359375,-0.844085693359375,-0.48681640625
2025-09-13T14:02:54,-0.2316131591796875,-0.8500213623046875,-0.4769287109375
2025-09-13T14:02:57,-0.58087158203125,-0.3390350341796875,-0.8551177978515625
2025-09-13T14:03:00,-0.4364013671875,-0.190521240234375,-0.881072998046875
2025-09-13T14:03:03,-0.40008544921875,-0.15032958984375,-0.9014129638671875
2025-09-13T14:03:06,-0.4372100830078125,-0.2005767822265625,-0.879150390625
2025-09-13T14:03:09,-0.445220947265625,-0.1759185791015625,-0.898223876953125
2025-09-13T14:03:12,-0.4367218017578125,-0.187225341796875,-0.8889617919921875
2025-09-13T14:03:15,-0.4468536376953125,-0.1847381591796875,-0.888153076171875
2025-09-13T14:03:18,-0.4431304931640625,-0.186767578125,-0.8876953125
2025-09-13T14:03:21,-0.4462127685546875,-0.183197021484375,-0.881317138671875
2025-09-13T14:03:25,-0.4560394287109375,-0.183563232421875,-0.87591552734375
2025-09-13T14:03:28,-0.4537506103515625,-0.1819305419921875,-0.8732757568359375
2025-09-13T14:03:31,-0.43499755859375,-0.1835784912109375,-0.8795166015625
2025-09-13T14:03:34,-0.451995849609375,-0.18011474609375,-0.8796234130859375
2025-09-13T14:03:37,-0.4420013427734375,-0.177337646484375,-0.886138916015625
2025-09-13T14:03:40,-0.4390411376953125,-0.17877197265625,-0.875518798828125
2025-09-13T14:03:43,-0.450531005859375,-0.1813507080078125,-0.8852386474609375
2025-09-13T14:03:46,-0.453521728515625,-0.1766815185546875,-0.8804779052734375
2025-09-13T14:03:49,-0.4400177001953125,-0.1801605224609375,-0.8845367431640625
2025-09-13T14:03:52,-0.4481658935546875,-0.179595947265625,-0.8853302001953125
2025-09-13T14:03:55,-0.4552764892578125,-0.1769561767578125,-0.878662109375
2025-09-13T14:03:59,-0.4504547119140625,-0.18048095703125,-0.883392333984375
2025-09-13T14:04:02,-0.44427490234375,-0.1811981201171875,-0.893798828125
2025-09-13T14:04:05,-0.4433441162109375,-0.1803436279296875,-0.882568359375
2025-09-13T14:04:08,-0.43670654296875,-0.168731689453125,-0.8928070068359375
2025-09-13T14:04:11,-0.4476470947265625,-0.1766510009765625,-0.894744873046875
2025-09-13T14:04:14,-0.426361083984375,-0.1968536376953125,-0.890228271484375
2025-09-13T14:04:17,-0.4449005126953125,-0.178955078125,-0.878021240234375
2025-09-13T14:04:20,-0.4809112548828125,-0.1845550537109375,-0.8560943603515625
